datetime,tornet_energy_consumed_heat_kwh,tornet_electricity_consumed_household_kwh,tornet_electricity_produced_PV_kwh,tornet_net_energy_consumed_kwh,tornet_net_electricity_consumption_ignr_heat_kwh,coop_electricity_consumed_cooling_kwh,coop_electricity_consumed_other_kwh,coop_energy_consumed_heat_kwh,coop_electricity_produced_rooftop_PV_kwh,coop_energy_consumed_total_kwh,coop_net_energy_consumed_before_wasteheat_kwh,coop_net_electricity_consumed_kwh,coop_energy_produced_wasteheat_kwh,coop_net_heat_consumed
2019-02-01 01:00:00,1791.0733860174998,230.18767338928367,0.0,2021.2610594067835,230.18767338928367,62.01346416182926,68.70621165901197,88.4944599381298,0.0,219.21413575897105,219.21413575897105,130.71967582084125,186.04039248548779,-97.54593254735799
2019-02-01 02:00:00,1969.471194363288,281.43812819570934,0.0,2250.9093225589972,281.43812819570934,54.82228757997568,75.6709655813371,92.21200652304472,0.0,222.70525968435751,222.70525968435751,130.4932531613128,164.46686273992702,-72.2548562168823
2019-02-01 03:00:00,2032.6869082094493,384.4901954282388,0.0,2417.177103637688,384.4901954282388,56.825155822269046,97.74682434797651,95.1768009942351,0.0,249.74878116448065,249.74878116448065,154.57198017024555,170.47546746680715,-75.29866647257205
2019-02-01 04:00:00,1672.047608596717,321.0463341313379,0.0,1993.093942728055,321.0463341313379,68.88123121053978,86.87845653219874,98.45493014043826,0.0,254.2146178831768,254.2146178831768,155.75968774273852,206.64369363161933,-108.18876349118106
2019-02-01 05:00:00,1639.0093099449057,398.0250585451482,0.0,2037.034368490054,398.0250585451482,76.15461169362895,75.6213294963496,118.12738431175929,0.0,269.9033255017378,269.9033255017378,151.77594118997854,228.46383508088684,-110.33645076912755
2019-02-01 06:00:00,1669.1929008155544,481.61967698399104,0.0,2150.8125777995456,481.61967698399104,91.6148501537509,86.56406463980014,147.9466645815915,0.0,326.12557937514254,326.12557937514254,178.17891479355103,274.84455046125265,-126.89788587966115
2019-02-01 07:00:00,1998.930912296668,864.7934223516077,0.0,2863.7243346482755,864.7934223516077,85.4069385981643,176.87318510353398,132.71782741953234,0.0,394.99795112123064,394.99795112123064,262.2801237016983,256.2208157944929,-123.50298837496058
2019-02-01 08:00:00,2488.76551334218,620.6689373796181,10.3707648,3099.063685921798,610.2981725796182,89.60169384043832,127.11111082215116,113.07297224680012,0.67584,329.7857769093896,329.1099369093896,216.03696466258947,268.80508152131495,-155.7321092745148
2019-02-01 09:00:00,2061.084944768,546.3906140278336,31.436380799999995,2576.0391779958336,514.9542332278336,88.8910959167554,128.0551275638462,115.16174887359426,2.04864,332.1079723541959,330.05933235419593,214.8975834806016,266.67328775026624,-151.51153887667198
2019-02-01 10:00:00,1965.9460738956425,401.4813974641834,38.48526,2328.942211359826,362.9961374641834,94.63613099883146,131.30755338730484,145.1244447252719,2.508,371.0681291114082,368.56012911140823,223.43568438613627,283.9083929964944,-138.7839482712225
2019-02-01 11:00:00,1778.8183073778205,345.95934620845844,44.642901599999995,2080.134751986279,301.3164446084584,93.74715427026578,124.42242155093204,125.81236876711776,2.9092800000000003,343.9819445883156,341.0726645883156,215.26029582119784,281.2414628107973,-155.42909404367956
2019-02-01 12:00:00,1416.287977912387,395.70516255058897,42.293275200000004,1769.6998652629761,353.411887350589,99.30089524464611,131.56991193351064,131.6958970409906,2.7561600000000004,362.56670421914737,359.81054421914735,228.11464717815676,297.90268573393837,-166.20678869294778
2019-02-01 13:00:00,1602.7703626977186,329.2938053186379,33.3808992,1898.6832688163565,295.9129061186379,96.46895144174228,119.7468986647792,101.46934664093033,2.17536,317.6851967474518,315.5098367474518,214.04049010652147,289.40685432522685,-187.93750768429652
2019-02-01 14:00:00,1985.550920930679,425.51645820734655,28.8436896,2382.2236895380256,396.67276860734654,93.6087641984613,133.63829979144523,121.46514083220696,1.87968,348.7122048221135,346.8325248221135,225.36738398990653,280.8262925953839,-159.36115176317696
2019-02-01 15:00:00,1570.6733733875542,500.4963741014766,2.0255400000000003,2069.1442074890306,498.4708341014766,94.73588531432632,141.64692775618676,108.90048871183365,0.132,345.2833017823467,345.1513017823467,236.25081307051306,284.207655942979,-175.30716723114534
2019-02-01 16:00:00,1887.836631291023,469.87968570399227,0.0,2357.7163169950154,469.87968570399227,94.32951397262444,138.7556305666252,119.17638672718824,0.0,352.2615312664379,352.2615312664379,233.08514453924965,282.9885419178733,-163.81215519068508
2019-02-01 17:00:00,2622.4025492447563,439.14186949820186,0.0,3061.544418742958,439.14186949820186,99.7553144229435,129.42125570090028,115.38890131719864,0.0,344.5654714410424,344.5654714410424,229.17657012384376,299.2659432688305,-183.87704195163184
2019-02-01 18:00:00,1945.7872483803371,857.5077579032991,0.0,2803.295006283636,857.5077579032991,91.07678829971778,133.63927995161146,119.70570665011404,0.0,344.42177490144326,344.42177490144326,224.71606825132923,273.2303648991533,-153.52465824903925
2019-02-01 19:00:00,2033.310857653304,791.2858068882392,0.0,2824.5966645415433,791.2858068882392,92.21880686036975,121.4266136512958,121.14619212091286,0.0,334.7916126325784,334.7916126325784,213.64542051166555,276.6564205811093,-155.5102284601964
2019-02-01 20:00:00,3622.1951658138096,519.8384697265517,0.0,4142.0336355403615,519.8384697265517,86.22318446257367,98.4667650806518,102.78105940998876,0.0,287.4710089532142,287.4710089532142,184.68994954322545,258.669553387721,-155.88849397773225
2019-02-01 21:00:00,2654.3932167354765,696.4845031639803,0.0,3350.8777198994567,696.4845031639803,73.6458701107839,85.08669303723548,104.15210208010149,0.0,262.88466522812087,262.88466522812087,158.73256314801938,220.9376103323517,-116.78550825225022
2019-02-01 22:00:00,1890.439284028416,880.3237649556899,0.0,2770.763048984106,880.3237649556899,72.54055454025493,97.81426040859228,109.8431384850498,0.0,280.197953433897,280.197953433897,170.3548149488472,217.6216636207648,-107.77852513571499
2019-02-01 23:00:00,2005.251109109665,536.0025313731768,0.0,2541.253640482842,536.0025313731768,65.54710339210263,84.43361917409165,103.5113524161916,0.0,253.49207498238587,253.49207498238587,149.9807225661943,196.64131017630788,-93.12995776011628
2019-02-02 00:00:00,1901.9388810863263,347.1513719804027,0.0,2249.090253066729,347.1513719804027,52.8048328089978,65.91735538681395,88.71729207301964,0.0,207.4394802688314,207.4394802688314,118.72218819581175,158.41449842699342,-69.69720635397378
2019-02-02 01:00:00,1875.562446906023,338.0792217504249,0.0,2213.641668656448,338.0792217504249,64.67429509335513,69.55687832813638,91.30306420284508,0.0,225.53423762433658,225.53423762433658,134.23117342149152,194.0228852800654,-102.71982107722032
2019-02-02 02:00:00,1496.063808247277,409.9139506390478,0.0,1905.9777588863249,409.9139506390478,46.76643322161556,82.39646697256944,104.6077392808368,0.0,233.7706394750218,233.7706394750218,129.162900194185,140.29929966484667,-35.691560384009875
2019-02-02 03:00:00,1427.5237506684398,449.2042900905802,0.0,1876.72804075902,449.2042900905802,52.87196188057975,87.05955271467913,115.923472955015,0.0,255.85498755027388,255.85498755027388,139.93151459525888,158.61588564173923,-42.692412686724225
2019-02-02 04:00:00,1344.3692861693132,581.6404078894589,0.0,1926.009694058772,581.6404078894589,58.23540218716238,101.26402335906972,107.71264345498376,0.0,267.21206900121587,267.21206900121587,159.4994255462321,174.70620656148714,-66.99356310650337
2019-02-02 05:00:00,1433.419387135312,474.1730332125875,0.0,1907.5924203478994,474.1730332125875,66.61795792293736,63.33554156907527,102.62665693355638,0.0,232.58015642556902,232.58015642556902,129.95349949201264,199.8538737688121,-97.22721683525572
2019-02-02 06:00:00,1392.716569276918,423.6108471484419,0.0,1816.32741642536,423.6108471484419,89.1984195858778,70.56990709507812,113.6337324857943,0.0,273.4020591667502,273.4020591667502,159.7683266809559,267.5952587576334,-153.96152627183912
2019-02-02 07:00:00,1483.4852870475931,480.1481741565128,0.0,1963.633461204106,480.1481741565128,84.87181447968928,165.21657591036055,94.72601981663024,0.0,344.81441020668007,344.81441020668007,250.08839039004982,254.61544343906783,-159.8894236224376
2019-02-02 08:00:00,1511.6262529175729,374.29752966023307,11.2620024,1874.661780177806,363.03552726023304,95.4345561806812,112.70132193484304,118.54981231581432,0.7339200000000001,326.68569043133857,325.95177043133856,207.40195811552422,286.3036685420436,-167.7538562262293
2019-02-02 09:00:00,1243.5386244229232,376.0728328285425,27.871430399999998,1591.7400268514657,348.2014024285425,85.84294169520584,109.26709558333825,117.97954330512296,1.8163200000000002,313.08958058366704,311.273260583667,193.2937172785441,257.52882508561754,-139.5492817804946
2019-02-02 10:00:00,1601.0477997722787,512.4317054465436,39.295476,2074.1840292188226,473.13622944654355,84.50823459267704,125.95598644116497,102.92472338441482,2.5608,313.38894441825687,310.8281444182569,207.90342103384202,253.52470377803112,-150.5999803936163
2019-02-02 11:00:00,1969.3110701531016,666.8926927845782,70.488792,2565.71497093768,596.4039007845782,91.96161733513809,136.20278073029178,97.3941556693908,4.5936,325.55855373482063,320.96495373482065,223.57079806542984,275.88485200541425,-178.49069633602346
2019-02-02 12:00:00,1766.9471161022998,595.2963304301571,43.5085992,2318.734847332457,551.7877312301571,93.69973404239995,123.65862584784446,107.46866415934738,2.83536,324.8270240495918,321.9916640495918,214.5229998902444,281.0992021271999,-173.6305379678525
2019-02-02 13:00:00,1979.655315297144,892.8638707455204,33.9480504,2838.5711356426646,858.9158203455204,98.92233247596388,138.03481160700525,111.29627896471808,2.21232,348.2534230476872,346.0411030476872,234.74482408296913,296.7669974278916,-185.47071846317354
2019-02-02 14:00:00,1964.1369856184872,487.2371010261176,18.391903199999998,2432.9821834446047,468.8451978261176,98.9192540325434,106.61789889197198,108.97849354499913,1.1985599999999998,314.51564646951454,313.31708646951455,204.3385929245154,296.75776209763023,-187.7792685526311
2019-02-02 15:00:00,1746.5341403420605,348.57881392723226,4.2131232,2090.8998310692928,344.3656907272323,91.72234271214862,88.99406905174098,125.08002796256184,0.27456,305.79643972645147,305.52187972645146,180.4418517638896,275.1670281364459,-150.08700017388404
2019-02-02 16:00:00,1814.2109783026792,305.1732555955865,0.0,2119.384233898266,305.1732555955865,92.31491608685609,75.9644794886921,98.32945082042696,0.0,266.60884639597515,266.60884639597515,168.2793955755482,276.94474826056825,-178.6152974401413
2019-02-02 17:00:00,1595.1996398357276,357.95594505464857,0.0,1953.155584890376,357.95594505464857,89.21105754700667,82.5048803414473,106.43384302072346,0.0,278.1497809091775,278.1497809091775,171.715937888454,267.63317264102,-161.19932962029654
2019-02-02 18:00:00,1703.71120142293,388.77258032512174,0.0,2092.4837817480516,388.77258032512174,86.64572742808883,87.88388594779249,115.58906132377172,0.0,290.11867469965307,290.11867469965307,174.52961337588133,259.9371822842665,-144.34812096049478
2019-02-02 19:00:00,1579.2615669646398,417.4508378787974,0.0,1996.712404843437,417.4508378787974,84.30971303063815,98.48620565572566,98.39513219592318,0.0,281.19105088228696,281.19105088228696,182.7959186863638,252.92913909191446,-154.5340068959913
2019-02-02 20:00:00,1618.7517769863694,372.2237202887247,0.0,1990.975497275094,372.2237202887247,99.94385461337848,97.9757050170275,117.70411298196396,0.0,315.6236726123699,315.6236726123699,197.91955963040596,299.83156384013546,-182.1274508581715
2019-02-02 21:00:00,1343.1547013188203,485.7480267593448,0.0,1828.9027280781652,485.7480267593448,83.83171412300564,78.04331967775711,112.41230021259778,0.0,274.2873340133606,274.2873340133606,161.87503380076276,251.49514236901692,-139.08284215641913
2019-02-02 22:00:00,1346.0499159545514,224.42824900390312,0.0,1570.4781649584545,224.42824900390312,68.53238552143577,44.92312424353769,95.49231939971176,0.0,208.94782916468523,208.94782916468523,113.45550976497347,205.5971565643073,-110.10483716459555
2019-02-02 23:00:00,1683.46347909299,170.1311000232785,0.0,1853.5945791162685,170.1311000232785,56.53980565884848,40.56059562870418,80.34623937941647,0.0,177.44664066696913,177.44664066696913,97.10040128755266,169.61941697654544,-89.27317759712896
2019-02-03 00:00:00,1656.58031888534,242.78391912290516,0.0,1899.3642380082451,242.78391912290516,60.48908469829932,59.12053404525639,112.95095021020164,0.0,232.56056895375735,232.56056895375735,119.60961874355571,181.46725409489795,-68.51630388469631
2019-02-03 01:00:00,1343.4459532567687,164.72428216118632,0.0,1508.170235417955,164.72428216118632,47.72419548192323,42.097974981308425,71.06662517293677,0.0,160.88879563616842,160.88879563616842,89.82217046323166,143.1725864457697,-72.10596127283293
2019-02-03 02:00:00,1527.3606420644396,356.9430688964384,0.0,1884.303710960878,356.9430688964384,52.78419300574382,75.8394313604753,90.83422216464908,0.0,219.4578465308682,219.4578465308682,128.62362436621913,158.35257901723148,-67.5183568525824
2019-02-03 03:00:00,1365.3922601317815,233.89837558136568,0.0,1599.2906357131471,233.89837558136568,48.7391406142609,52.29862910879551,109.29791331562215,0.0,210.33568303867855,210.33568303867855,101.03776972305641,146.2174218427827,-36.919508527160545
