datetime,CurrentElec,CurrentHotTapWater,CurrentSpaceHeat,Other1Elec,Other1HotTapWater,Other1SpaceHeat
,35.660557772846744,6.291147985974348,97.68950931680293,35.660557772846744,6.291147985974348,97.68950931680293
,34.13280260291801,19.144360154862916,104.09570246630864,34.13280260291801,19.144360154862916,104.09570246630864
,33.28475764065527,24.785388972020986,98.29166087946368,33.28475764065527,24.785388972020986,98.29166087946368
,36.67043669299033,1.035103920241506,101.66238275797264,36.67043669299033,1.035103920241506,101.66238275797264
,19.63962539668198,0.5557650696150379,88.89359722465554,19.63962539668198,0.5557650696150379,88.89359722465554
,21.649764857253437,0.9278283775568734,85.43409418519198,21.649764857253437,0.9278283775568734,85.43409418519198
,29.912378440446844,13.364826895316575,79.89042372747502,29.912378440446844,13.364826895316575,79.89042372747502
,47.899919421978176,42.081803460990635,75.33501145348757,47.899919421978176,42.081803460990635,75.33501145348757
,57.13502000620605,25.673581950365012,80.99755783095763,57.13502000620605,25.673581950365012,80.99755783095763
,63.78766628148283,16.451832422812153,92.37860579898555,63.78766628148283,16.451832422812153,92.37860579898555
,56.67355696972278,11.611540022825318,116.2791365029901,56.67355696972278,11.611540022825318,116.2791365029901
,82.62769278446608,5.562151990800961,103.34059208476464,82.62769278446608,5.562151990800961,103.34059208476464
,73.89037340950973,15.163801552817558,115.40567779225837,73.89037340950973,15.163801552817558,115.40567779225837
,74.48265127447091,40.49662026027409,110.7574583374739,74.48265127447091,40.49662026027409,110.7574583374739
,72.79106625857085,15.00134208138058,106.01588905882464,72.79106625857085,15.00134208138058,106.01588905882464
,73.91235791443168,22.16262419732135,116.01255292135373,73.91235791443168,22.16262419732135,116.01255292135373
,63.23901808967942,72.58422462420626,120.07900456574272,63.23901808967942,72.58422462420626,120.07900456574272
,90.26752338911488,27.727714079766194,134.57902529754477,90.26752338911488,27.727714079766194,134.57902529754477
,83.47152107394487,27.219414017778572,146.8641827577405,83.47152107394487,27.219414017778572,146.8641827577405
,95.35404592188011,160.28297243153804,147.17539629850256,95.35404592188011,160.28297243153804,147.17539629850256
,73.79404982334545,95.30357609052831,117.53589004357447,73.79404982334545,95.30357609052831,117.53589004357447
,57.19017177220552,43.43414332582252,97.95995058775634,57.19017177220552,43.43414332582252,97.95995058775634
,38.01761548264371,42.353661294871756,89.33362114457668,38.01761548264371,42.353661294871756,89.33362114457668
,29.603750573412626,29.18862761728741,83.07516384648386,29.603750573412626,29.18862761728741,83.07516384648386
,30.86874803745378,22.573599941069062,67.59492054508806,30.86874803745378,22.573599941069062,67.59492054508806
,31.386348519186797,6.0201029883595,66.422649448789,31.386348519186797,6.0201029883595,66.422649448789
,29.313643744601634,3.0139276749439086,65.09651504077418,29.313643744601634,3.0139276749439086,65.09651504077418
,27.731261169831832,3.9750662016804323,66.37402139021393,27.731261169831832,3.9750662016804323,66.37402139021393
,26.37586812945142,3.193314055996952,63.167591005462754,26.37586812945142,3.193314055996952,63.167591005462754
,25.73276307431594,1.073296086613448,70.59626985020326,25.73276307431594,1.073296086613448,70.59626985020326
,25.105847271684745,10.538370857866878,71.4705596711945,25.105847271684745,10.538370857866878,71.4705596711945
,34.256124472345576,8.831054504312128,64.31481998373307,34.256124472345576,8.831054504312128,64.31481998373307
,72.21568394738848,4.8961371450521245,55.43893844791515,72.21568394738848,4.8961371450521245,55.43893844791515
,94.80206242288213,25.1693154570473,58.09216152855813,94.80206242288213,25.1693154570473,58.09216152855813
,94.67748887377928,54.59778620469356,75.44491800768108,94.67748887377928,54.59778620469356,75.44491800768108
,72.4380940923022,47.532545767260984,67.10327637620102,72.4380940923022,47.532545767260984,67.10327637620102
,87.7303043660055,72.28097457840721,68.98136993549213,87.7303043660055,72.28097457840721,68.98136993549213
,108.52889532224626,79.11615290639877,74.30282106965899,108.52889532224626,79.11615290639877,74.30282106965899
,75.02486299597635,60.69342951615236,81.28662185445997,75.02486299597635,60.69342951615236,81.28662185445997
,81.87821243095594,65.4562893889202,87.00240529271252,81.87821243095594,65.4562893889202,87.00240529271252
,93.68759468006412,40.89615126059356,90.23011841933696,93.68759468006412,40.89615126059356,90.23011841933696
,79.51521286444392,47.35294899898071,69.97504141207358,79.51521286444392,47.35294899898071,69.97504141207358
,103.32854198724772,38.47849489299117,72.02348579125028,103.32854198724772,38.47849489299117,72.02348579125028
,104.95729895064022,41.20271225475616,68.11230068932063,104.95729895064022,41.20271225475616,68.11230068932063
,87.20915536839433,22.520841161998376,70.35410742170451,87.20915536839433,22.520841161998376,70.35410742170451
,50.73794750928564,19.348679423244207,58.99709930135571,50.73794750928564,19.348679423244207,58.99709930135571
,33.1308068571812,45.33219999377686,72.48372009132143,33.1308068571812,45.33219999377686,72.48372009132143
,40.525792964435404,43.60269720004364,91.67698684301612,40.525792964435404,43.60269720004364,91.67698684301612
,48.90416472353875,15.474215005771914,101.21026617039395,48.90416472353875,15.474215005771914,101.21026617039395
,48.95534169042425,27.974272357458702,92.02334957105099,48.95534169042425,27.974272357458702,92.02334957105099
,42.67077950541843,6.479377829870446,89.64182692082792,42.67077950541843,6.479377829870446,89.64182692082792
,51.8445058829664,31.4145029924371,85.24456528472712,51.8445058829664,31.4145029924371,85.24456528472712
,50.19780260786571,2.2903976748557286,98.26462573253944,50.19780260786571,2.2903976748557286,98.26462573253944
,30.543047358947806,14.190710768887026,97.99279657060343,30.543047358947806,14.190710768887026,97.99279657060343
,25.001143862166934,4.897059616346441,101.05228372431586,25.001143862166934,4.897059616346441,101.05228372431586
,39.66214477800571,2.424543226143477,102.14867913564527,39.66214477800571,2.424543226143477,102.14867913564527
,38.12405941552619,23.373853262665385,108.96591859680323,38.12405941552619,23.373853262665385,108.96591859680323
,64.44307485676563,22.05437901608604,119.31916748836636,64.44307485676563,22.05437901608604,119.31916748836636
,85.15793322535951,18.202144781248016,120.25909293764987,85.15793322535951,18.202144781248016,120.25909293764987
,84.08835696192853,69.51316907254532,116.27911691061195,84.08835696192853,69.51316907254532,116.27911691061195
,88.08521820555279,26.687003867490635,112.13216327619782,88.08521820555279,26.687003867490635,112.13216327619782
,94.18655052191312,48.89793115897204,106.42124399798581,94.18655052191312,48.89793115897204,106.42124399798581
,87.53871536446782,70.41339334880178,107.7904532397485,87.53871536446782,70.41339334880178,107.7904532397485
,94.9348172137087,49.60966083702558,124.36709604435978,94.9348172137087,49.60966083702558,124.36709604435978
,102.16987843502258,37.516249160456994,148.7554486384297,102.16987843502258,37.516249160456994,148.7554486384297
,129.98807845851582,53.46248009356511,154.40111881774544,129.98807845851582,53.46248009356511,154.40111881774544
,186.4860116803817,79.92946478530487,164.86143154157202,186.4860116803817,79.92946478530487,164.86143154157202
,161.1316614785381,71.7702437657775,153.88073554664976,161.1316614785381,71.7702437657775,153.88073554664976
,107.38047256487854,46.90384020380291,177.28598007405958,107.38047256487854,46.90384020380291,177.28598007405958
,73.09888758733581,62.90659469195149,138.65230495276037,73.09888758733581,62.90659469195149,138.65230495276037
,61.20788855741298,25.67782898493203,132.11727565216054,61.20788855741298,25.67782898493203,132.11727565216054
,33.09208043410169,74.516756426011,132.7656602214254,33.09208043410169,74.516756426011,132.7656602214254
,22.151665627574904,17.639626393495167,137.80844874363746,22.151665627574904,17.639626393495167,137.80844874363746
,25.13831033827675,5.821082686112486,141.26915065927773,25.13831033827675,5.821082686112486,141.26915065927773
,22.14171525285555,5.06027915420848,129.41006844480685,22.14171525285555,5.06027915420848,129.41006844480685
,25.563176853765068,10.46470921793444,100.27904720104078,25.563176853765068,10.46470921793444,100.27904720104078
,36.64853838766662,0.6400301157724,108.26672247264652,36.64853838766662,0.6400301157724,108.26672247264652
,23.555424946852774,0.6310527444644034,106.20200584502021,23.555424946852774,0.6310527444644034,106.20200584502021
,25.627820354809856,13.15726104190111,121.54414086965072,25.627820354809856,13.15726104190111,121.54414086965072
,53.30133889416794,32.182770682980255,117.13375021951168,53.30133889416794,32.182770682980255,117.13375021951168
,97.24886050078128,0.6258457630945155,95.09121873667571,97.24886050078128,0.6258457630945155,95.09121873667571
,75.4171469351626,33.44844204321198,98.50926473122766,75.4171469351626,33.44844204321198,98.50926473122766
,67.93135196056582,4.051791016326642,129.64271223339873,67.93135196056582,4.051791016326642,129.64271223339873
,57.26039216921995,6.325999985362405,126.62885647727069,57.26039216921995,6.325999985362405,126.62885647727069
,61.976583814090375,17.069981854473713,113.626964185191,61.976583814090375,17.069981854473713,113.626964185191
,64.52717932167356,18.135541891544992,116.96249986586184,64.52717932167356,18.135541891544992,116.96249986586184
,80.50038578437213,65.27556876015468,114.5813567773096,80.50038578437213,65.27556876015468,114.5813567773096
,90.61740486200672,19.601373573270475,122.86086774706718,90.61740486200672,19.601373573270475,122.86086774706718
,46.17819142914294,18.916783990647396,129.62287217756727,46.17819142914294,18.916783990647396,129.62287217756727
,75.55364510270755,58.82563585434511,139.33657098262378,75.55364510270755,58.82563585434511,139.33657098262378
,86.83793702917689,70.43071854966473,104.9213120160874,86.83793702917689,70.43071854966473,104.9213120160874
,89.36590708622387,101.81690901796482,101.33529552657978,89.36590708622387,101.81690901796482,101.33529552657978
,47.130772072273984,71.81324291832304,95.11328761656566,47.130772072273984,71.81324291832304,95.11328761656566
,20.159347035184908,56.36107358852823,86.03478403061715,20.159347035184908,56.36107358852823,86.03478403061715
,24.416132046862103,64.81757554544043,73.21707878153582,24.416132046862103,64.81757554544043,73.21707878153582
,22.117390510435612,59.31820334835563,59.64737271976394,22.117390510435612,59.31820334835563,59.64737271976394
,22.724567155702253,32.42212692592113,59.342591196033595,22.724567155702253,32.42212692592113,59.342591196033595
,23.47661058132865,42.91829884227154,63.66624534937782,23.47661058132865,42.91829884227154,63.66624534937782
,29.603624905517194,53.341767690922666,55.75391669019679,29.603624905517194,53.341767690922666,55.75391669019679
,37.170912552926225,1.1921252328243468,60.93556813019646,37.170912552926225,1.1921252328243468,60.93556813019646
,30.569107031534827,4.13911441412978,60.91540967028311,30.569107031534827,4.13911441412978,60.91540967028311
,19.944610607250965,3.441718661834902,57.63277163057075,19.944610607250965,3.441718661834902,57.63277163057075
,27.409933178731436,23.081167003080246,71.11210469742025,27.409933178731436,23.081167003080246,71.11210469742025
,46.92750417114635,53.792827605963936,61.2972346796214,46.92750417114635,53.792827605963936,61.2972346796214
,56.859928145313724,20.424429314888098,64.26878357666003,56.859928145313724,20.424429314888098,64.26878357666003
,55.559066436068505,20.836063553655407,63.6050823695577,55.559066436068505,20.836063553655407,63.6050823695577
,89.57256227174234,2.5169711453149892,70.550111874898,89.57256227174234,2.5169711453149892,70.550111874898
,54.34634983526853,7.730796041531882,72.58232835315786,54.34634983526853,7.730796041531882,72.58232835315786
,65.68461901818387,2.1790156997041987,71.16672995579506,65.68461901818387,2.1790156997041987,71.16672995579506
,53.463027116640504,9.599180452831506,59.073685129116484,53.463027116640504,9.599180452831506,59.073685129116484
,55.65967881403455,6.7274705414690406,64.56229430917601,55.65967881403455,6.7274705414690406,64.56229430917601
,51.0701507270862,11.868574693383428,59.89134589310848,51.0701507270862,11.868574693383428,59.89134589310848
,59.71986166140405,26.41371997651249,82.34783746839983,59.71986166140405,26.41371997651249,82.34783746839983
,64.16899015506145,21.33819902532768,96.85090357304557,64.16899015506145,21.33819902532768,96.85090357304557
,94.33654322219192,43.975340661863974,109.44970940773729,94.33654322219192,43.975340661863974,109.44970940773729
,90.34798718899245,91.39885732477602,99.52326617122256,90.34798718899245,91.39885732477602,99.52326617122256
,65.34772588557458,42.19196112013362,109.98516574632518,65.34772588557458,42.19196112013362,109.98516574632518
,46.32878240149475,40.97471086945955,79.52410384824708,46.32878240149475,40.97471086945955,79.52410384824708
,45.905505445926686,39.21544204647796,88.36199803520498,45.905505445926686,39.21544204647796,88.36199803520498
,39.705026304607884,16.63384674954477,101.84445163205093,39.705026304607884,16.63384674954477,101.84445163205093
,33.6685222668322,29.87550189581213,104.97297241080426,33.6685222668322,29.87550189581213,104.97297241080426
,42.27754284066907,5.047832677637151,112.7278775851428,42.27754284066907,5.047832677637151,112.7278775851428
,31.048088875677088,3.3129419682720114,136.45750675219534,31.048088875677088,3.3129419682720114,136.45750675219534
,26.835555654161745,5.450218723518165,129.3049852429685,26.835555654161745,5.450218723518165,129.3049852429685
,28.547700948706357,1.365765376126876,143.69046877763103,28.547700948706357,1.365765376126876,143.69046877763103
,32.51772806636001,2.088217766812765,139.55139983580167,32.51772806636001,2.088217766812765,139.55139983580167
,30.73252903520119,20.90405219562816,132.35334228627914,30.73252903520119,20.90405219562816,132.35334228627914
,44.49467140882717,58.821518690846446,147.69698661021852,44.49467140882717,58.821518690846446,147.69698661021852
,62.877647793352864,37.16532664037264,172.01097318014322,62.877647793352864,37.16532664037264,172.01097318014322
,83.729175588463,37.873214464178666,182.36995519693718,83.729175588463,37.873214464178666,182.36995519693718
,69.96465873817782,75.39493001483113,184.8401623970659,69.96465873817782,75.39493001483113,184.8401623970659
,46.62823122404406,16.62859959163985,190.70414645972366,46.62823122404406,16.62859959163985,190.70414645972366
,68.79151589847909,32.29693851724145,166.86900849985642,68.79151589847909,32.29693851724145,166.86900849985642
,73.13872654776021,22.43851850639237,154.56465426487614,73.13872654776021,22.43851850639237,154.56465426487614
,83.66732156079004,23.082786358582183,154.4017918548896,83.66732156079004,23.082786358582183,154.4017918548896
,66.33191769419248,20.21828924699318,128.58783635758587,66.33191769419248,20.21828924699318,128.58783635758587
,76.17586751563852,8.69262420792934,157.67357320375498,76.17586751563852,8.69262420792934,157.67357320375498
,73.8687540804056,43.19796426578812,147.4219064760413,73.8687540804056,43.19796426578812,147.4219064760413
,87.64614998235973,80.05384527034428,144.98359116689565,87.64614998235973,80.05384527034428,144.98359116689565
,69.20736576693837,77.74859609940694,139.42356552152336,69.20736576693837,77.74859609940694,139.42356552152336
,55.35397978810219,34.41441635643319,139.7614623288091,55.35397978810219,34.41441635643319,139.7614623288091
,29.64739318201121,52.84590309355594,112.43876395961969,29.64739318201121,52.84590309355594,112.43876395961969
,22.46352274410628,20.55553217676805,111.29459888611153,22.46352274410628,20.55553217676805,111.29459888611153
,21.498683751197404,17.68082824378434,101.82085890266545,21.498683751197404,17.68082824378434,101.82085890266545
,14.440495067410438,15.058005575552432,82.78580556578311,14.440495067410438,15.058005575552432,82.78580556578311
,20.85476310713223,17.080805107061927,102.12610771470077,20.85476310713223,17.080805107061927,102.12610771470077
,23.87343840781492,19.23667784453804,99.34626416161508,23.87343840781492,19.23667784453804,99.34626416161508
,25.986994607652136,21.491447911579137,105.79872017870058,25.986994607652136,21.491447911579137,105.79872017870058
,26.609694321576036,18.67545377718914,95.0210048346293,26.609694321576036,18.67545377718914,95.0210048346293
,27.780673314409004,16.143452870343072,76.06053385573017,27.780673314409004,16.143452870343072,76.06053385573017
,25.192113703407163,13.250839939562244,58.09730431042448,25.192113703407163,13.250839939562244,58.09730431042448
,31.093456263173515,15.64453300825174,66.9880828687447,31.093456263173515,15.64453300825174,66.9880828687447
,44.831186002945216,10.254682928819232,76.3498134127033,44.831186002945216,10.254682928819232,76.3498134127033
,66.71128339765636,8.094507603114195,73.05358503820362,66.71128339765636,8.094507603114195,73.05358503820362
,79.16616328468987,4.162532402003716,94.87679649659886,79.16616328468987,4.162532402003716,94.87679649659886
,56.37189575396793,21.5556974110963,89.45527604861535,56.37189575396793,21.5556974110963,89.45527604861535
